ticker,ex_date,amount
AMZY,2026-02-26,0.093
AMZY,2026-03-05,0.098
AMZY,2026-03-12,0.084
AMZY,2026-03-19,0.084
AMZY,2026-03-26,0.078
AMZY,2026-04-02,0.077
AMZY,2026-04-09,0.079
AMZY,2026-04-16,0.149
AMZY,2026-04-23,0.163
AMZY,2026-04-30,0.21
AMZY,2026-05-07,0.212
AMZY,2026-05-14,0.144
AMZY,2026-05-21,0.101
AMZY,2026-05-28,0.094
AMZY,2026-06-04,0.069
AMZY,2026-06-11,0.065
APLY,2023-06-07,0.288
APLY,2023-07-07,0.633
APLY,2023-08-04,0.556
APLY,2023-09-08,0.226
APLY,2023-10-06,0.478
APLY,2023-11-08,0.173
APLY,2023-12-07,0.466
APLY,2024-01-05,0.56
APLY,2024-02-07,0.173
APLY,2024-03-06,0.416
APLY,2024-04-04,0.384
APLY,2024-05-06,0.339
APLY,2024-06-06,0.404
APLY,2024-07-05,0.323
APLY,2024-08-07,0.35
APLY,2024-09-06,0.453
APLY,2024-10-24,0.343
APLY,2024-11-21,0.335
APLY,2024-12-19,0.422
APLY,2025-01-16,0.284
APLY,2025-02-13,0.363
APLY,2025-03-13,0.344
APLY,2025-04-10,0.302
APLY,2025-05-08,0.651
APLY,2025-06-05,0.312
APLY,2025-07-03,0.27
APLY,2025-07-31,0.41
APLY,2025-08-28,0.347
APLY,2025-09-25,0.357
APLY,2025-10-16,0.176
APLY,2025-10-23,0.111
APLY,2025-10-30,0.131
APLY,2025-11-06,0.111
APLY,2025-11-13,0.065
APLY,2025-11-20,0.098
APLY,2025-11-28,0.066
APLY,2025-12-04,0.118
APLY,2025-12-11,0.054
APLY,2025-12-18,0.061
APLY,2025-12-26,0.052
APLY,2026-01-02,0.053
APLY,2026-01-08,0.048
APLY,2026-01-15,0.042
APLY,2026-01-22,0.047
APLY,2026-01-29,0.049
APLY,2026-02-05,0.058
APLY,2026-02-12,0.177
APLY,2026-02-19,0.05
APLY,2026-02-26,0.091
APLY,2026-03-05,0.065
APLY,2026-03-12,0.062
APLY,2026-03-19,0.047
APLY,2026-03-26,0.061
APLY,2026-04-02,0.062
APLY,2026-04-09,0.061
APLY,2026-04-16,0.072
APLY,2026-04-23,0.09
APLY,2026-04-30,0.096
APLY,2026-05-07,0.103
APLY,2026-05-14,0.121
APLY,2026-05-21,0.11
APLY,2026-05-28,0.121
APLY,2026-06-04,0.105
APLY,2026-06-11,0.068
BIGY,2025-01-08,0.513
BIGY,2025-02-05,0.502
BIGY,2025-03-05,0.502
BIGY,2025-04-02,0.458
BIGY,2025-05-07,0.461
BIGY,2025-06-04,0.48
BIGY,2025-07-02,0.498
BIGY,2025-08-06,0.505
BIGY,2025-09-03,0.511
BIGY,2025-10-08,0.529
BIGY,2025-11-05,0.542
BIGY,2025-12-03,0.533
BIGY,2025-12-31,0.533
BIGY,2026-02-04,0.528
BIGY,2026-03-04,0.51
BIGY,2026-04-08,0.49
BIGY,2026-05-06,0.521
BIGY,2026-06-03,0.54
BTCI,2024-10-23,1.125
BTCI,2024-11-20,1.408
BTCI,2024-12-24,1.458
BTCI,2025-01-22,1.572
BTCI,2025-02-26,1.432
BTCI,2025-03-26,1.335
BTCI,2025-04-23,1.259
BTCI,2025-05-21,1.515
BTCI,2025-06-25,1.398
BTCI,2025-07-23,1.472
BTCI,2025-08-20,1.415
BTCI,2025-09-24,1.34
BTCI,2025-10-22,1.3
BTCI,2025-11-26,1.018
BTCI,2025-12-24,0.997
BTCI,2026-01-21,1.043
BTCI,2026-02-18,0.761
BTCI,2026-03-18,0.78
BTCI,2026-04-22,0.798
BTCI,2026-05-20,0.793
BTCI,2026-06-16,0.653
BUYW,2022-12-22,0.064
BUYW,2023-01-26,0.066
BUYW,2023-02-23,0.066
BUYW,2023-03-23,0.066
BUYW,2023-04-20,0.067
BUYW,2023-05-25,0.067
BUYW,2023-06-22,0.067
BUYW,2023-07-20,0.068
BUYW,2023-08-24,0.067
BUYW,2023-09-21,0.067
BUYW,2023-10-19,0.067
BUYW,2023-11-21,0.067
BUYW,2023-12-21,0.067
BUYW,2024-01-25,0.068
BUYW,2024-02-22,0.068
BUYW,2024-03-21,0.068
BUYW,2024-04-24,0.068
BUYW,2024-05-23,0.069
BUYW,2024-06-20,0.069
BUYW,2024-07-25,0.069
BUYW,2024-08-22,0.07
BUYW,2024-09-19,0.07
BUYW,2024-10-24,0.07
BUYW,2024-11-21,0.07
BUYW,2024-12-19,0.07
BUYW,2025-01-24,0.071
BUYW,2025-02-21,0.071
BUYW,2025-03-25,0.069
BUYW,2025-04-25,0.067
BUYW,2025-05-23,0.069
BUYW,2025-06-24,0.07
BUYW,2025-07-25,0.071
BUYW,2025-08-22,0.071
BUYW,2025-09-23,0.071
BUYW,2025-10-24,0.071
BUYW,2025-11-21,0.071
BUYW,2025-12-23,0.072
BUYW,2026-01-22,0.072
BUYW,2026-02-19,0.071
BUYW,2026-03-26,0.071
BUYW,2026-04-23,0.072
BUYW,2026-05-21,0.072
CEPI,2025-01-28,1.698
CEPI,2025-02-25,1.578
CEPI,2025-03-25,1.459
CEPI,2025-04-29,1.329
CEPI,2025-05-29,1.388
CEPI,2025-06-24,1.38
CEPI,2025-07-29,1.456
CEPI,2025-08-26,1.414
CEPI,2025-09-23,1.439
CEPI,2025-10-28,1.496
CEPI,2025-11-26,1.228
CEPI,2025-12-23,1.233
CEPI,2026-01-27,1.252
CEPI,2026-02-24,1.114
CEPI,2026-03-24,1.064
CEPI,2026-04-28,1.171
CEPI,2026-05-27,0.278
CEPI,2026-06-03,0.288
CEPI,2026-06-10,0.276
CRCO,2025-10-16,2.48
CRCO,2025-10-23,0.891
CRCO,2025-10-30,1.078
CRCO,2025-11-06,0.815
CRCO,2025-11-13,0.65
CRCO,2025-11-20,0.512
CRCO,2025-11-28,0.459
CRCO,2025-12-04,0.608
CRCO,2025-12-11,0.461
CRCO,2025-12-18,0.225
CRCO,2025-12-26,0.494
CRCO,2026-01-02,0.401
CRCO,2026-01-08,0.37
CRCO,2026-01-15,0.342
CRCO,2026-01-22,0.299
CRCO,2026-01-29,0.266
CRCO,2026-02-05,0.228
CRCO,2026-02-12,0.231
CRCO,2026-02-19,0.23
CRCO,2026-02-26,0.206
CRCO,2026-03-05,0.59
CRCO,2026-03-12,0.663
CRCO,2026-03-19,0.713
CRCO,2026-03-26,0.543
CRCO,2026-04-02,0.308
CRCO,2026-04-09,0.357
CRCO,2026-04-16,0.281
CRCO,2026-04-23,0.296
CRCO,2026-04-30,0.367
CRCO,2026-05-07,0.481
CRCO,2026-05-14,0.53
CRCO,2026-05-21,0.413
CRCO,2026-05-28,0.425
CRCO,2026-06-04,0.427
CRCO,2026-06-11,0.324
CVRD,2023-09-26,0.007
CVRD,2023-12-26,0.304
CVRD,2024-03-26,1.354
CVRD,2024-06-26,0.822
CVRD,2024-09-26,0.3
CVRD,2024-12-26,0.471
CVRD,2025-03-27,0.3
CVRD,2025-06-26,0.3
CVRD,2025-09-26,0.3
CVRD,2025-12-26,0.505
CVRD,2026-03-27,0.3
DIVO,2017-03-29,0.139
DIVO,2017-06-28,0.311
DIVO,2017-09-28,0.316
DIVO,2017-12-28,0.344
DIVO,2018-03-28,0.332
DIVO,2018-06-28,0.335
DIVO,2018-07-30,0.115
DIVO,2018-08-30,0.124
DIVO,2018-09-27,0.125
DIVO,2018-10-30,0.129
DIVO,2018-11-29,0.131
DIVO,2018-12-28,0.116
DIVO,2019-01-30,0.127
DIVO,2019-02-27,0.133
DIVO,2019-03-28,0.133
DIVO,2019-04-29,0.136
DIVO,2019-05-30,0.133
DIVO,2019-06-27,0.139
DIVO,2019-07-30,0.141
DIVO,2019-08-29,0.137
DIVO,2019-09-27,0.14
DIVO,2019-10-30,0.14
DIVO,2019-11-27,0.143
DIVO,2019-12-30,1.004
DIVO,2020-01-29,0.139
DIVO,2020-02-26,0.137
DIVO,2020-03-27,0.109
DIVO,2020-04-28,0.125
DIVO,2020-05-27,0.126
DIVO,2020-06-26,0.129
DIVO,2020-07-29,0.134
DIVO,2020-08-27,0.141
DIVO,2020-09-28,0.132
DIVO,2020-10-28,0.14
DIVO,2020-11-25,0.147
DIVO,2020-12-29,0.149
DIVO,2021-01-27,0.153
DIVO,2021-02-24,0.153
DIVO,2021-03-29,0.157
DIVO,2021-04-28,0.154
DIVO,2021-05-26,0.157
DIVO,2021-06-28,0.148
DIVO,2021-07-28,0.153
DIVO,2021-08-27,0.153
DIVO,2021-09-28,0.149
DIVO,2021-10-27,0.148
DIVO,2021-11-26,0.15
DIVO,2021-12-29,0.153
DIVO,2022-01-27,0.145
DIVO,2022-02-24,0.145
DIVO,2022-03-29,0.151
DIVO,2022-04-27,0.147
DIVO,2022-05-26,0.141
DIVO,2022-06-28,0.137
DIVO,2022-07-27,0.138
DIVO,2022-08-29,0.144
DIVO,2022-09-28,0.13
DIVO,2022-10-27,0.139
DIVO,2022-11-28,0.147
DIVO,2022-12-28,0.144
DIVO,2023-01-27,0.144
DIVO,2023-02-24,0.141
DIVO,2023-03-29,0.139
DIVO,2023-04-26,0.145
DIVO,2023-05-26,0.139
DIVO,2023-06-28,0.142
DIVO,2023-07-27,0.148
DIVO,2023-08-29,0.143
